Keyword,Category,Time Created,Title,Author,Content
AZ,FOOTBALL,2020-12-15 09:30:00,Manchester United get Liga leaders Sociedad in Europa League last 32,AFP,"['', '×', '', 'MILAN: Dejan Kulusevski came off the bench to rescue a point as champions Juventus, playing without Cristiano Ronaldo, were held to a third Serie A stalemate at home against Hellas Verona on Sunday.', ""Portuguese forward Ronaldo remains absent after testing positive for coronavirus with Juventus preparing for next week's Champions League tie against Barcelona in Turin."", '""We had a too wait-and-see first half, we weren\'t very aggressive with the midfielders but we had the most dangerous opportunities,"" said Juventus coach Andrea Pirlo.', 'Substitute Andrea Favilli put Verona ahead after an hour in Turin but Swedish forward Kulusevski rescued Pirlo with 13 minutes to go.', '""In the second half after the goal there was a good response, but we shouldn\'t need a slap in the face to wake us up.', '""When you play against Verona it\'s hard for everyone, but we could have done better.""', ""To add to Pirlo's problems before hosting Barcelona, defender Leonardo Bonucci went off with a thigh problem."", '', '', 'Veteran Giorgio Chiellini is already out.', '""He had already felt something on Tuesday (against Dynamo Kiev), he felt something again today,"" said Pirlo.', '""We will evaluate it tomorrow, calmly.""', '', '', 'Juventus are fifth in Serie A, three points behind leaders AC Milan, who host Roma on Monday.', 'The nine-time reigning champions have stalled under new coach Pirlo after winning their opener against Sampdoria, their only victory on the pitch in Serie A this season.', 'They drew against promoted Crotone 1-1 and 2-2 at Roma. Between those matched they were awarded a 3-0 victory after Napoli refused to travel to Turin on October 4 because of coronavirus cases.', 'On Sunday, Ebrima Colley had a goal ruled offside after quarter of an hour for Verona with the hosts also denied an Alvaro Morata goal for a marginal offside.', 'Favilli came on after 55 minutes and five minutes later had the visitors ahead finishing off a Mattia Zaccagni cross.', 'Morata missed another chance on 72 minutes. Paulo Dybala, making his return after three months, hit the crossbar five minutes later. Then Kulusevski beat Silvestri from an angle.', 'The Verona goalkeeper pulled off two late saves to stop Dybala and Morata.', '', '', 'Napoli moved up to second place, one point behind AC Milan, after a 2-1 win over promoted Benevento, a match in which brothers Lorenzo and Roberto Insigne scored for rival clubs.', '""I\'m very happy, but sorry my first goal in Serie A was against my brother,"" said midfielder Roberto, 26, who opened the scoring after half an hour against his hometown club who he left two seasons ago for Benevento.', '', '', 'Lorenzo Insigne, 29, marked his return from injury with a stunning equaliser for his 68th top-flight goal for Napoli, with Matteo Politano setting up Andrea Petagna for the winner seven minutes later.', ""Gennaro Gattuso's side got back to winning ways after their surprise 1-0 Europa League home defeat by AZ Alkmaar."", '""After the game? I told him (Roberto) my left is better than his,"" joked Lorenzo.', '""No, I\'m kidding, we also hugged because today was an exciting day for our family. I\'m happy with the goal and congratulate my brother too.', '""The left foot is not my favourite but I struck it very well and I must say it was a beautiful goal.""', 'Napoli have won all four Serie A games they have played this season', 'Mid-table Fiorentina got back winning 3-2 against Udinese thanks to a Gaetano Castrovilli brace either side of a Nikola Milenkovic header.', 'A pair of Stefano Okaka headers had revived 18th-placed Udinese hopes.', 'In Sardinia, Argentine striker Giovanni Simeone, son of Atletico Madrid coach Diego Simeone, scored his fourth goal in five games as Cagliari beat 10-man Crotone 4-2.', 'Five of the goals came in a thrilling first half. Cagliari are 11th with Crotone bottom of the table.--AFP', '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '', '', '', '']"
AZ,GROOVE,2020-12-25 08:08:00,#Showbiz: A most challenging 2020,Aref Omar,"['', '×', '', ""PARIS: Jose Mourinho said he would have liked to make 11 half-time changes after his Tottenham Hotspur side slumped to a shock 1-0 Europa League defeat at Royal Antwerp on Thursday, while Serie A leaders AC Milan and Mikel Arteta's Arsenal eased to straightforward wins."", 'Spurs failed to create a single chance of note in a lifeless display, with Gareth Bale, who rejoined the club on loan from Real Madrid in the close-season, lasting less than an hour before being substituted.', 'Mourinho, who made four subs at the interval including removing the out-of-favour Dele Alli, suggested he would not give his fringe players many chances in the future.', '""I would like to make 11 (changes). I didn\'t make five as I was afraid of a long 45 minutes,"" said the Portuguese coach after Spurs\' first away loss since July.', '', '', '""At half-time I tried to improve the situation, but it was not enough. Second half, we improved. In the end, though, Antwerp got what they deserved. The best team won and the worst team lost.', '""I always like to think the players deserve an opportunity. We have a big squad. It\'s also their opportunity to catch the chance with both hands and ask for more.', '""(After) tonight, my future choices are going to be very easy.""', 'The surprise win takes Antwerp to the top of the early Group J table after their opening 2-1 victory at Ludogorets last week.', 'The Belgian outfit are playing in the main stage of a European competition for the first time since a UEFA Cup first-round loss to Newcastle United in 1994.', 'The hosts took the lead just before the half-hour mark, with Dieumerci Mbokani robbing makeshift Spurs centre-back Ben Davies before feeding Israeli forward Lior Refaelov to drill a fierce shot into the corner.', '', '', 'Antwerp wasted a golden chance to double the lead in the 54th minute, as Congolese striker Mbokani contrived to fire the ball over an open net when only three yards from goal.', 'Mourinho threw on Harry Kane for Bale in search of an equaliser, but again it was their opponents who should have scored when Norwegian wing-back Simen Jukleroed ran clean through on goal and blazed wildly over the bar.', 'Spurs dominated possession but never seriously threatened, and the Antwerp players were able to celebrate a famous triumph in an empty stadium.', 'Milan made it two wins from two in Group H with a 3-0 success over Sparta, despite Zlatan Ibrahimovic missing a first-half penalty.', '', '', 'Goals from Brahim Diaz, Rafael Leao and on-loan Manchester United wing-back Diogo Dalot saw Milan extend their unbeaten run to 23 matches in all competitions.', ""Stefano Pioli's side sit two points clear of Lille at the top of the group, after the French outfit fought back from two goals down to grab a 2-2 home draw with Celtic."", '""We are not thinking about the (unbeaten) streak, we are focused only on the next game,"" said Pioli.', '""Just a few months ago many people thought we we were a bad team and now we are proving that we are not.', '""Milan are a great club with a fantastic tradition and we always have to play with great ambition.""', '', '', 'Arsenal overcame a plucky Dundalk side with a 3-0 win at the Emirates Stadium.', 'The Irish visitors held the Gunners at bay for 41 minutes, but Eddie Nketiah and Joe Willock goals put the hosts two goals ahead before half-time.', 'Nicolas Pepe added further gloss to the scoreline with a fine second-half strike.', '', '', 'In-form Napoli bounced back from their opening loss to AZ Alkmaar with a 1-0 win over La Liga leaders Real Sociedad in Group F.', '', '', 'Jamie Vardy netted a spot-kick as Leicester City made it back-to-back victories in Group G with a 2-1 win at AEK Athens, while Paco Alcacer scored a late double as Villarreal saw off Qarabag 3-1 in Group I.', ""Steven Gerrard's Rangers made it two straight wins in Group D by edging out Lech Poznan 1-0, but Benfica are top of the early table after beating Standard Liege 3-0. - AFP"", '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '', '', '', '']"
AZ,WORLD,2021-02-16 08:38:00,WHO finally approves AstraZeneca Covid-19 vaccine,AFP,"['', '×', '', ""PARIS: Jose Mourinho said he would have liked to make 11 half-time changes after his Tottenham Hotspur side slumped to a shock 1-0 Europa League defeat at Royal Antwerp on Thursday, while Serie A leaders AC Milan and Mikel Arteta's Arsenal eased to straightforward wins."", 'Spurs failed to create a single chance of note in a lifeless display, with Gareth Bale, who rejoined the club on loan from Real Madrid in the close-season, lasting less than an hour before being substituted.', 'Mourinho, who made four subs at the interval including removing the out-of-favour Dele Alli, suggested he would not give his fringe players many chances in the future.', '""I would like to make 11 (changes). I didn\'t make five as I was afraid of a long 45 minutes,"" said the Portuguese coach after Spurs\' first away loss since July.', '', '', '""At half-time I tried to improve the situation, but it was not enough. Second half, we improved. In the end, though, Antwerp got what they deserved. The best team won and the worst team lost.', '""I always like to think the players deserve an opportunity. We have a big squad. It\'s also their opportunity to catch the chance with both hands and ask for more.', '""(After) tonight, my future choices are going to be very easy.""', 'The surprise win takes Antwerp to the top of the early Group J table after their opening 2-1 victory at Ludogorets last week.', 'The Belgian outfit are playing in the main stage of a European competition for the first time since a UEFA Cup first-round loss to Newcastle United in 1994.', 'The hosts took the lead just before the half-hour mark, with Dieumerci Mbokani robbing makeshift Spurs centre-back Ben Davies before feeding Israeli forward Lior Refaelov to drill a fierce shot into the corner.', '', '', 'Antwerp wasted a golden chance to double the lead in the 54th minute, as Congolese striker Mbokani contrived to fire the ball over an open net when only three yards from goal.', 'Mourinho threw on Harry Kane for Bale in search of an equaliser, but again it was their opponents who should have scored when Norwegian wing-back Simen Jukleroed ran clean through on goal and blazed wildly over the bar.', 'Spurs dominated possession but never seriously threatened, and the Antwerp players were able to celebrate a famous triumph in an empty stadium.', 'Milan made it two wins from two in Group H with a 3-0 success over Sparta, despite Zlatan Ibrahimovic missing a first-half penalty.', '', '', 'Goals from Brahim Diaz, Rafael Leao and on-loan Manchester United wing-back Diogo Dalot saw Milan extend their unbeaten run to 23 matches in all competitions.', ""Stefano Pioli's side sit two points clear of Lille at the top of the group, after the French outfit fought back from two goals down to grab a 2-2 home draw with Celtic."", '""We are not thinking about the (unbeaten) streak, we are focused only on the next game,"" said Pioli.', '""Just a few months ago many people thought we we were a bad team and now we are proving that we are not.', '""Milan are a great club with a fantastic tradition and we always have to play with great ambition.""', '', '', 'Arsenal overcame a plucky Dundalk side with a 3-0 win at the Emirates Stadium.', 'The Irish visitors held the Gunners at bay for 41 minutes, but Eddie Nketiah and Joe Willock goals put the hosts two goals ahead before half-time.', 'Nicolas Pepe added further gloss to the scoreline with a fine second-half strike.', '', '', 'In-form Napoli bounced back from their opening loss to AZ Alkmaar with a 1-0 win over La Liga leaders Real Sociedad in Group F.', '', '', 'Jamie Vardy netted a spot-kick as Leicester City made it back-to-back victories in Group G with a 2-1 win at AEK Athens, while Paco Alcacer scored a late double as Villarreal saw off Qarabag 3-1 in Group I.', ""Steven Gerrard's Rangers made it two straight wins in Group D by edging out Lech Poznan 1-0, but Benfica are top of the early table after beating Standard Liege 3-0. - AFP"", '', '', '', 'NSC to meet on Monday to review strategies to combat Covid-19', 'PM confident he has support of majority', '32 Barisan Nasional MPs pledge support for Muhyiddin', '', '', '', '', '', '']"
AZ,NATION,2021-03-19 11:42:00,"Listen to the younger generation, says Perak Sultan",Zahratulhayat Mat Arif,"['', '×', '', 'PARIS: Harry Kane scored his 200th goal for Tottenham Hotspur on Thursday as he helped fire Spurs to a 3-1 Europa League win at Ludogorets, while 10-man Benfica came back from two goals down to snatch a last-gap 3-3 draw with Rangers.', ""England captain Kane opened the scoring for Jose Mourinho's side with just 12 minutes on the clock when he headed home Lucas Moura's corner to bring up his double century of Tottenham goals in his 300th match for the club."", 'Kane then turned provider for Moura in the 32nd minute when he flashed a perfect low cross for the Brazilian to tap home before being substituted at half-time.', '', '', 'Claudiu Keseru pulled one back for the Bulgarians five minutes after the break but Giovani Lo Celso made sure of the win to draw Spurs level on six points with Group J leaders Royal Antwerp ahead of their match with LASK later on Thursday.', ""Rangers were poised to make it three wins from three in Group D thanks to an Diogo Goncalves own goal and further strikes from Glen Kamara and Alfredo Morelos which put Steven Gerrard's side 3-1 ahead."", '', '', 'But despite losing Nicolas Otamendi to a straight red card with less than 20 minutes gone, two-time European champions Benfica fought back and in added time levelled when Darwin Nunez raced through and slotted home past Allan McGregor.', 'The pair are joined on seven points at the top of the group, four ahead of Lech Poznon who beat bottom side Standard Liege 3-1 to leave the Belgians pointless.', '', '', 'Qarabag lost 2-0 at Sivasspor to remain rooted to the bottom of Group I a day after their media manager was suspended by UEFA for reportedly calling for the killing of ""all the Armenians, old and young, without distinction.""', ""The social media post in question came amid the conflict between Azerbaijan and Armenia in Nagorno-Karabakh, where Qarabag were founded and based until Armenia's takeover of the region in 1993, forcing the club to relocate to Baku."", 'Roma took control of Group A with a thumping 5-0 win over Cluj that put them three points clear of the Romanians ahead of the later match between Young Boys and CSKA Sofia.', ""Paulo Fonseca's side are top on seven points after a powerful display from a second string line that started without Edin Dzeko, Pedro and Chris Smalling which did for a Cluj side shocked by coach Dan Petrescu's decision that the match would be his last in charge."", 'Henrikh Mkhitaryan gave the Serie A side the lead just 57 seconds after kick off, and Ibanez, a brace from Borja Mayoral – his first goals since signing on loan from Real Madrid – and another strike from Pedro sealed the points.', 'Fellow Italians Napoli also won, 2-1 at HNK Rijeka, to move level on six points with Group F leaders AZ Alkmaar and Real Sociedad.', 'La Liga leaders Sociedad are also on six points after beating Alkmaar 1-0, leaving the group on a knife edge with three matches remaining.', ""In Group E, PAOK Thessaloniki boosted their chances of qualifying for the knockout rounds by thumping PSV Eindhoven 4-1, while Granada are top following their 2-0 win over Cyprus' Omonoia.--AFP"", '', '', '', 'Lemang sellers in Ipoh soldier on despite drop in sales', '30 HRPB contract doctors join strike', 'Govt has no plans to extend emergency, says Takiyuddin', '', '', '', '', '', '', '', '', '', '', '', '']"
AZ,NATION,2021-03-25 21:22:00,TH appoints 22 companies as haj pilgrimage operators this year,Bernama,"['', '×', '', 'PARIS: Harry Kane scored his 200th goal for Tottenham Hotspur on Thursday as he helped fire Spurs to a 3-1 Europa League win at Ludogorets, while 10-man Benfica came back from two goals down to snatch a last-gap 3-3 draw with Rangers.', ""England captain Kane opened the scoring for Jose Mourinho's side with just 12 minutes on the clock when he headed home Lucas Moura's corner to bring up his double century of Tottenham goals in his 300th match for the club."", 'Kane then turned provider for Moura in the 32nd minute when he flashed a perfect low cross for the Brazilian to tap home before being substituted at half-time.', '', '', 'Claudiu Keseru pulled one back for the Bulgarians five minutes after the break but Giovani Lo Celso made sure of the win to draw Spurs level on six points with Group J leaders Royal Antwerp ahead of their match with LASK later on Thursday.', ""Rangers were poised to make it three wins from three in Group D thanks to an Diogo Goncalves own goal and further strikes from Glen Kamara and Alfredo Morelos which put Steven Gerrard's side 3-1 ahead."", '', '', 'But despite losing Nicolas Otamendi to a straight red card with less than 20 minutes gone, two-time European champions Benfica fought back and in added time levelled when Darwin Nunez raced through and slotted home past Allan McGregor.', 'The pair are joined on seven points at the top of the group, four ahead of Lech Poznon who beat bottom side Standard Liege 3-1 to leave the Belgians pointless.', '', '', 'Qarabag lost 2-0 at Sivasspor to remain rooted to the bottom of Group I a day after their media manager was suspended by UEFA for reportedly calling for the killing of ""all the Armenians, old and young, without distinction.""', ""The social media post in question came amid the conflict between Azerbaijan and Armenia in Nagorno-Karabakh, where Qarabag were founded and based until Armenia's takeover of the region in 1993, forcing the club to relocate to Baku."", 'Roma took control of Group A with a thumping 5-0 win over Cluj that put them three points clear of the Romanians ahead of the later match between Young Boys and CSKA Sofia.', ""Paulo Fonseca's side are top on seven points after a powerful display from a second string line that started without Edin Dzeko, Pedro and Chris Smalling which did for a Cluj side shocked by coach Dan Petrescu's decision that the match would be his last in charge."", 'Henrikh Mkhitaryan gave the Serie A side the lead just 57 seconds after kick off, and Ibanez, a brace from Borja Mayoral – his first goals since signing on loan from Real Madrid – and another strike from Pedro sealed the points.', 'Fellow Italians Napoli also won, 2-1 at HNK Rijeka, to move level on six points with Group F leaders AZ Alkmaar and Real Sociedad.', 'La Liga leaders Sociedad are also on six points after beating Alkmaar 1-0, leaving the group on a knife edge with three matches remaining.', ""In Group E, PAOK Thessaloniki boosted their chances of qualifying for the knockout rounds by thumping PSV Eindhoven 4-1, while Granada are top following their 2-0 win over Cyprus' Omonoia.--AFP"", '', '', '', 'Lemang sellers in Ipoh soldier on despite drop in sales', '30 HRPB contract doctors join strike', 'Govt has no plans to extend emergency, says Takiyuddin', '', '', '', '', '', '', '', '', '', '', '', '']"
Sinovac,REGION,2021-03-26 10:15:00,Police chief continues visits to enhance collective action on Covid-19,New Straits Times,"['2', '', '', 'INDONESIAN National Police Chief Gen Listyo Sigit Prabowo continues his courtesy visits to ulamas and Muslim figures in efforts to discuss collective action on handling the Covid-19 pandemic.', 'Antara news agency quoted him as saying that the move was aimed to have key religious public figures assisting the police on spreading awareness messages on the virus, as well as immunisation information.', '""This is so that they can easily be accepted by Muslim communities,"" he said in a statement.', 'Prabowo said this after paying a courtesy visit to Habib Syech Abdul Qodir Assegaf in Solo city at the Central Java province.', ""During the meet, Prabowo has appealed to the widely respected ulama to support the government's national Covid-19 vaccination programme."", '""A successful handling of the coronavirus pandemic will affect our economic recovery efforts, but our society has remained polarised owing to the last elections,"" he stated.', ""Responding to Prabowo's request, Habib Syech said he would throw support to the government and police efforts to handle the pandemic."", '""We are all working together to achieve one goal. Let us collaborate,"" he said.', 'Indonesia rolled out its national vaccination programme since Jan 13, with President Joko Widodo becoming the first recipient of the Sinovac vaccine jab.', 'The Health Ministry is planning to inoculate about 181.5 million people under the programme, expected to take 15 months.', ""Covid-19 infection rate surpassed one million cases on Jan 26, and the Health Ministry continues to collaborate with the military and national police to bring down the country's infection rate."", 'Towards this end, the police has prepared 13,500 personnel from its health service division as vaccinators and 40,336 others as contact-tracers.', '', '', '', 'Covid-19 cases remain above 20k, highest day on record', 'Majority of Covid-19 clusters in Selangor are from factories', 'WW2 bomb detonated in Felda Triang 1', '', '', '', '', '', '']"
Sinovac,NATION,2021-03-28 15:12:00,KJ takes vaccine message to Tik Tok,New Straits Times,"['KUALA LUMPUR: Science, Technology and Innovation Minister Khairy Jamaluddin is determined to get more people to sign up for the Covid-19 vaccination programme.', 'While he has been actively using Facebook, Instagram and Twitter, Khairy adds another feather to his cap as he is now on Tik Tok, the mobile application known for videos of dance moves and unique filters.', 'No dance moves yet, Khairy\'s Tik Tok account ""khairykj"" has five videos so far, all of them on the vaccination programme, urging all, especially those who were doubtful of the effectiveness of the Covid-19 vaccine, to immediately register for inoculation.', 'Khairy, or KJ, who is also the Coordinating Minister of the National Covid-19 Immunisation Program (NIP) said the vaccine is safe and is a solution to the coronavirus pandemic plaguing the world.', '""For the anti-vaxxers out there, over 468 million doses have been given globally and it has been proven safe as well as effective.', '""Take the vaccine... this is the only way out of this pandemic,"" he said in a video that was also uploaded on his Twitter account today.', 'Khairy had previously issued several statements refuting various allegations on the Covid-19 vaccine, including conspiracy theories.', 'He said a series of briefings to explain to anti-vaccine groups were also implemented on various platforms whether in mass media, print or social, to provide confidence to all quarters.', 'Khairy also became the first individual in the country to receive the Sinovac vaccine last week.', '', '', '', 'Covid-19 cases remain above 20k, highest day on record', 'Majority of Covid-19 clusters in Selangor are from factories', 'WW2 bomb detonated in Felda Triang 1', '', '', '']"
Sinovac,REGION,2021-03-30 14:59:00,Duterte allows private entities to import vaccines 'at will',New Straits Times,"['2', '', '', 'PRESIDENT Rodrigo Duterte gave his approval for private companies to import Covid-19 vaccines ""at will"", following the surge in cases.', 'He said this in a televised pre-recorded briefing on Monday night, according to the Inquirer.net portal.', '""I have ordered Secretary (Carlito) Galvez (Jr) to sign any and all documents that would allow the private sector to import at will,"" he said.', 'Galvez is the Philippines National Task Force Against Covid-19 chief implementer and vaccine Czar.', '""No matter how much or how many they want to bring in, it\'s okay with me,"" he added.', 'Duterte said however there is no guarantee that private firms can secure more doses of the vaccines.', 'He noted many expressed their intention to buy Covid-19 vaccines to be distributed to their workers in a bid to reopen the economy.', 'Duterte admitted that the government was having a hard time getting the supply of vaccines since other countries had been fighting over supply, with some buying up the dosses.', '""Something has gone wrong with most of the countries. They shanghaied [the doses]. There\'s a ruckus going on and the fight for Covid-19 [vaccine] possession is ongoing, is a very serious one,"" he said.', 'Malacañang had said all private firms could choose to procure Covid-19 vaccines provided that they would get into a tripartite agreement with the national government.', 'Earlier the same day, one million CoronaVac doses bought from Chinese drugmaker Sinovac BioTech arrived in the Philippines.', 'In the same briefing, Duterte announced the imposition of stricter community quarantine levels in several areas in the country.', ""According to him, even countries that started earlier in vaccinating it's citizens, experienced reinfections because of new variants."", '""They were first to get vaccines and yet there are new strains. I don\'t know. I\'m not a doctor or a medical practitioner, but they have reinfections and there are new strains. And this is what I fear,"" he said.', 'Critics have been calling out the government and accusing it of failing to adequately address the pandemic, especially as daily new cases reached new highs, with the latest record peaking at 10,016 cases in a single day.', '', '', '', 'Ceiling price for private sales of vaccines to be set', 'Malaysia grants conditional registration approval for 2 more vaccines', 'Even Ultraseven needs his Covid-19 vaccine shot', '', '', '', '', '', '', '', '', '', '', '', '']"
Sinovac,GOVERNMENT / PUBLIC POLICY,2021-04-02 16:27:00,"Malaysia, China agree on health certs, ink MoU to enhance post-pandemic cooperation",Adib Povera,"[""KUALA LUMPUR: Malaysia and China have agreed in principle to recognise each other's Covid-19 digital vaccination certificates or Covid-19 health certificates which would ease cross-border movement between the two countries in a post-pandemic future."", 'The move was announced by Foreign Minister Datuk Seri Hishammuddin Hussein in a joint press conference with his Chinese counterpart, Wang Yi, in Nanping City, Fujian Province.', ""The Minister is on a two-day working visit to the People's Republic of China."", ""The people's republic is the second country after Singapore which announced their commitment with Malaysia to mutually recognise Covid-19 vaccination certification to facilitate future cross-border travel."", '""On cross-border travel, both sides have agreed to finalise the standard operating procedures (SOP) and an early conclusion to negotiations on a Reciprocal Green Lane (RGL) between Malaysia and China.', '""I also conveyed to his Excellency on the need for Malaysian students to return and', 'continue their studies in China, as well as many families who are waiting to be reunited with their loved ones.', '""I would like to thank His Excellency Wang Yi for his commitment to resolving the matter expediently following consultations with the relevant health and border authorities,"" he said.', ""Malaysia, he said, welcomed and appreciated China's commitment last year in providing Malaysia with Chinese-produced vaccines, and listing Malaysia as a priority recipient."", 'He said both countries have agreed that more in-depth discussions must be undertaken by all stakeholders which involve many agencies and ministries before an announcement can be', 'made soon to realise this pledge.', 'Hishammuddin also thanked China President Xi Jinping\'s pledge to make safe and affordable vaccines a ""global public good"".', '""On that front, Malaysia has procured two types of Chinese-made vaccines, specifically SinoVac and CanSino.', '""Following our meeting today, we are now considering to add the amount and further expand the application of second and third generation Chinese-made vaccines,"" he said.', 'At the same press conference, Hishammuddin also announced that Malaysia and China have inked a Memorandum of Understanding (MoU) for the establishment of a high-level committee to elevate cooperation between the two nations post Covid-19 pandemic era.', 'The committee would act as an overarching bilateral mechanism, overseeing the implementation of all understandings and provide policy guidance for all aspects of Malaysia-China relations on pandemic preparedness and response, trade and investment, commodity, food security, science, technology and innovation, travel facilitation as well as ""Belt and Road"" initiative projects.', '""This is historic for Malaysia-China relations as it is the first MoU of its kind for Malaysia, specifically focused on elevating cooperation in the post-pandemic era.', '""And we are proud to have signed this with China. This signifies the determination that both foreign ministers have, to drive forward our relations into the new bilateral landscape,', '""Our efforts will initially focus on laying a solid foundation for reciprocal visits by our leaders – for Prime Minister Tan Sri Muhyiddin Yassin to conduct an official visit to the People\'s Republic of China soon, and for the leadership of China to visit Malaysia as well,"" said Hishammuddin.', 'Under the newly established high-level committee, both countries also deliberated on several other matters including food security as well as trade and investment.', '""We emphasised the need for a collective effort to ensure a sustainable global supply chain – ensuring equal physical and economic access to sufficient, safe and nutritious food.', '""Malaysia is embarking on an International Food Security Coalition (IFSC) and we look forward to China\'s participation once the relevant agencies look into building this comprehensive ecosystem at the bilateral level,"" he said.', 'Malaysia and China elevated their relations from ""Strategic Cooperation"" to ""Comprehensive Strategic Partnership"" in 2013, marking a new chapter in the historic ties between Kuala Lumpur and Beijing.', ""On trade and investment, he said Malaysia is pleased with the interest shown by China in Malaysia's efforts to enhance the Tanjung Malim and Pagoh Comprehensive Automotive Hubs which will be linked with the ASEAN Automotive Valley (AAV)."", '""In the same vein, I also informed His Excellency Wang Yi that Malaysia has launched the One Stop Centre (OSC) to facilitate short term, business travellers.', '""The OSC will allow swift recovery and reactivation of business connectivity as well as activities between Malaysia and the world, including with China.', '""To date, the OSC has received a great number of applications and Malaysia would like to encourage more Chinese entrepreneurs to make use of this safe, friendly and seamless facility,"" he said.', 'Malaysia, he said, has reaffirmed its unwavering support for the BRI based on the principles of mutual trust, mutual benefits and shared prosperity.', '""We believe both sides should continue complementing the work of each other by enlisting more projects under this initiative and encouraging inward investments between the two countries,"" he said.', 'Bilateral relations between Malaysia and China have grown steadily and significantly last year (2020) despite the challenges of Covid-19 with bilateral trade between both countries expanding by 4.2 per cent reaching RM329.77 billion in total.', ""China stood as Malaysia's largest trading partner for 12 consecutive years and accounted for 18.6 per cent of Malaysia's total trade, while exports to China contributing 16.2 per cent to Malaysia's total exports in 2020."", '', '', '', 'Covid-19 cases remain above 20k, highest day on record', 'Majority of Covid-19 clusters in Selangor are from factories', 'WW2 bomb detonated in Felda Triang 1', '', '', '']"
Sinovac,REGION,2021-04-04 11:25:00,Visitors eager to visit Phuket after quarantine waived,New Straits Times,"['2', '', '', 'TOURISTS from 28 countries have shown interest in visiting Phuket after the government has agreed to waive the mandatory quarantine for vaccinated foreign visitors.', 'Tourism operators in the province said among the 28 countries are China, Singapore, Russia, the United Kingdom and Germany, where Phuket is a popular destination.', 'The Thai government had announced that as part of the plan to reopen the country and boost its economy, starting July, Phuket will be the first province to waive the quarantine requirement for vaccinated foreign visitors.', 'Phuket Tourist Association president Phumkit Raktaengam said even though foreign tourists have shown interest in visiting Phuket, it remains to be seen if they can actually proceed with their holiday plans as they also needed to be allowed to travel by their respective countries.', 'According to a Bangkok Post report, he said the province was expected to welcome some 150,000 foreign visitors from July to September, bringing in an estimated income of 30 billion baht.', 'The high season for the resort island usually starts in mid-October.', 'However, Phumkit said that despite the approval to allow vaccinated tourists in without quarantine, provincial authorities will still need to submit details to the Thai Centre for Covid-19 Situation Administration (CCSA) for approval.', '""The details involve what documents they need, what they are supposed to do while in Phuket, and if their vaccines are endorsed. We have to take the health safety of local people into consideration too,"" he said.', 'He added that the province must inoculate at least 70 per cent of its 460,000 population to create herd immunity.', 'However, Phumkit said the reduction of the mandatory isolation period from 14 days to seven days which took effect on April 1, was unlikely to revive the general tourism industry in the country.', '""Those who are likely to visit are businessmen or people who have families in Thailand. We have a survey indicating that foreign tourists are turned away by the quarantine,"" he said.', ""On Saturday, Thai Airway's first flight from Germany's Frankfurt touched down at Bangkok's Suvarnabhumi airport, the first since an international travel lockdown started early last year when the pandemic broke out."", 'The flight carried 130 German tourists, with 16 of them continuing their journey to Phuket.', 'The next such flight will be on May 7.', 'Meanwhile, Prime Minister Gen Prayut Chan-o-cha said the government hoped to complete its targeted vaccination programme in 77 provinces by the end of this month.', ""Speaking in a PM Podcast programme, he said that 800,000 doses of China's Sinovac vaccine will be distributed to target populations in the provinces."", 'Of the total, 300,000 doses each will be given to people in outbreak areas and, tourism and border provinces. -- AFP', '', '', '', 'Police bust 3 loan shark groups in Penang, one led by a Datuk Seri', 'Health Ministry allays public concerns over slow vaccination appointments', 'Pekan barbers looking forward to reopening', '', '', '', '', '', '', '', '', '', '', '', '']"
